,df3952cd-2a69-4685-a128-4707ebaf936d,b4d90c3d-c174-4379-bb7f-735956bc43d1,d49349f0-da3e-4573-b780-1fd1e9a75b86,9c88ac16-1131-4894-a89b-9819b197dc04,449f8345-f732-4c63-85fd-40444b088fb1,d2adcb6e-4f00-4b90-a4b5-ef8587232318,b8024b43-c91a-41c3-8440-dc5e287b616e,aecce2be-add3-461b-928c-2fdfbece0b9a,654e33c8-374f-4ce8-a550-f97c2bb093f6,10de5540-33ff-47fb-acf2-5f267b263fa8,779388eb-8467-40c0-87a6-4a3c29ac5d03,6ddd0ff8-3331-498d-991c-a864fa654202,a7e93e70-6e34-4264-84fe-3c5450e2a4c0,a4017d00-9cba-4fe7-a119-5af49e954985,8562a7aa-a694-4241-87e0-eebc8c5939b6,baaa9216-5723-4c6d-9131-fbe2932c894a,4f41b882-4bd7-4829-b58b-ecd727aacb08,5759aaab-b7f9-4f26-8220-3bf108ce2a05,72b2404a-d1e8-431b-b88e-ba074a93fcc7,fbe23aa4-6022-43fd-84a7-816fc26aa70b,43ed0e15-cbd1-4874-a80f-3476a933d269,20546ab7-8bc8-4afe-92f0-1f8187bd0fee,04af9077-0b70-4fed-8a2a-20dcde777ee2,94aee06f-a78c-4b09-899b-c2adc4236d59,fdbc648c-6156-4318-9b42-38cd6ae8b55d,ccc33547-bc30-418e-8199-2c8d72463d8e,8fbc742d-250d-449d-881c-cb4e8aaf9963,abc68835-423f-457b-a799-092b2773f6f2,7b618efb-e77b-45d8-8cc9-013091c47850,26089d4b-1d2b-449d-b2c8-c4bffd8d528c,98b61247-e6be-41c9-82fb-0707aed560bf,113795b5-2370-437e-abe7-b8af9b8b7e6d,a6227213-4b2d-4724-856c-5bea2305eef3,f8a645f2-d3a2-4cae-a72f-e1d60bd82521,45718b04-9e75-473d-8379-0c2b7c19a558,80830c09-b64b-444b-9345-ea0b95d29961,eadde7b6-e84c-4024-a757-27c6bd7f9898,015d9212-a8b5-41cd-ba0f-15d58cee8812,50263829-8b9a-4ce1-93cc-43fa3ff76c36,f2c1fdf5-fb77-46c2-ad66-6f619a1182d6,65a73095-0cdf-4fd4-baf4-df819119f677,fb727248-4e01-4c6d-b12b-1d5b7ca4baa8,142cee17-f038-4def-898e-06a44cb0a64d,52aada7e-991e-4592-8ea1-cae3bba3485e,af7e5686-500b-427d-8837-d0de43b2c6c5,2fcbfc64-7b10-4b42-8006-8a08c26faf99,4d2e2283-d9d8-45a3-a0d0-c77f080ce962,53baf666-fde5-4fb3-b4bc-8573b88c4c6c,4c77757e-519c-47f1-badd-3ed502c37629,2b3f8df4-dd8b-4513-9969-a07939471426,ce1a4049-39d6-4ee0-b749-736e9f5d4a75,bf7b2929-6c9e-4def-839e-1f3d0da421dd,d3e5d69d-17f4-4f56-95d8-33c772e3147f,812c8bc3-4ea9-41d2-9976-34877d45898b,eca73ec1-d809-4706-87e3-fd99181756fb,4740481c-2af3-49c3-b3d7-7a338282e646,fdf46855-e0fb-4b1b-9c90-2edea22873d6,3f092dde-71fa-42f6-b52d-77a6d01e7d07,35fba664-a88b-48dc-acd8-760420c0de3b,3ff7129d-93a7-48e2-995c-2f5bee0ab24a,94f0fd64-596a-4db6-8504-27d00ae739b9,53af003f-3a7f-4e89-8a44-389a7faa480e,33c58663-dd1a-454b-8c54-a465109b8019,9ebac7d2-9de7-4ba9-b635-feffd1f04be8,426c7680-32f7-4f5b-9ed2-e86947a09d1e,3b01d7c2-6b03-4f89-9a4a-2319be55878a,90bb103c-eeda-4413-9efa-3d67bcd82839,fcfd8c8c-9f44-4ba6-a34c-ba0ead2d1c79,a394fa35-44c4-46ff-829f-595e659ea86f,59569e70-0fba-44d9-8221-2e30f50e9c83,cde33ec3-91ac-4c33-a68f-b08e142e04a2,e3b39a93-04d2-4428-9b19-e30de286055f,d74ec796-b1ef-4836-9392-409047c97003,70b58c19-122f-4698-961e-7f71dd514dac,3e0ced40-94e0-4887-be2f-2518c9a099fc,b96b2f74-85af-47dd-b99e-cd5c95dff6cd,05cd62a2-15b9-4baf-b164-db66520d985e,2e0a4654-d541-455b-946e-b9adcd131955,ee287df7-b6a6-4761-9fbf-f0b6a7bad370,8a7d1562-3cf2-474e-8d7c-2fc4025eb8e1,fed28e91-27a6-4d8f-b66c-85c29faaa4d5,96d24a01-b8d2-4219-84c1-f7aa886716f7,aaae5cc2-732a-4101-968f-473fa165f8f3,500628e5-2fd9-47e9-8fe7-f89ccdc907bf,ee5bef82-48ff-4fea-bb80-4a8897cb971d,e581bba5-c0e5-4517-92a6-2f805f5cd376,34d09f80-34ae-4d5b-b81e-da473c28e3cf,13e6ddbf-0c45-4bb6-8631-28e294988082,b308e822-f623-454a-8eb9-6a53b4158d14,4cdc4bc3-b5f5-4cd9-9563-c016ceb29bc3,b455efbe-4c4a-446c-9d60-df4bfd282af2,6479a950-0637-4333-93ca-ed37a617989b,c2c0ab8a-bca2-4461-8e42-0d4df70fd0e6,364ffa19-1510-4cfa-a6a5-561037963b51,af8d572a-f20d-4cf4-8bc0-aff3dd8e1ce7,ffd91203-3937-4efd-a691-8ac716bc8883,2d212b26-e08d-482e-b65b-4d397f08a024,1e8ac9ce-7e05-4367-a409-0ab4e9a7fd24,5b4f993d-2919-4529-956c-df8756f67c57,65f988d8-ad7c-4041-98e0-de0ffb57271c,cb84a2e3-c183-462e-a8c1-d8bf7b338ab2,36d09982-af60-42e1-b9eb-2dde51a64daf,7b48fc83-e90c-4cc1-8f97-75194e8e53ea,f32b3b68-4b47-4ca2-b286-504f10fadd24,79c4d594-80c3-4f59-94da-877648d3a7b8,86fdb729-e0d8-4caa-9f8d-7c45dde93133,995f09f3-af9d-4af1-adaf-7ca167fa19e6,52e4b1c8-5d1e-4947-b737-a3a68c2e95c1,d2ce968e-145d-4e3b-acb6-2d348f60b9e6,3c478500-0e41-482d-a31c-95985f18c326,686426f3-11f3-44b1-bae3-b75742244513,aef874a7-de2a-4143-95fc-5af99e2fb719,1bff2ada-3bd5-4d79-a4cd-908ec885f43e,f9bcadb2-fc9e-4366-8e51-c1bd5c76e64b,8c0d5dcb-4e10-4dd4-b99e-971ac97deefa,920fa077-2cc9-4f8f-b448-6afb1ac7d03f,58dac2e9-7732-4144-b977-e81832f7a694,755360c4-de85-46dd-b9bc-95b115361154,00fb1709-3c81-433a-ac43-378be5cc19ec,e90aab3a-f6ce-4c87-9508-8bc3f8250208,99a9c9e6-f91b-4336-9d8e-15ed9e96aaab,0490a198-b53f-460d-8bff-d1a59c384226,888fcbba-c4e9-4295-ae9e-68d331598632
RP1,75.09070422535211,54.37985915492958,49.21478873239437,49.032676056338026,46.40225352112676,73.66464788732394,68.54281690140846,60.77140845070423,61.181408450704225,54.57112676056338,50.277464788732395,51.89239436619718,59.02492957746479,59.88169014084507,65.97394366197183,50.93774647887324,87.95971830985916,74.53985915492957,49.19211267605634,54.586478873239436,52.02183098591549,62.58690140845071,76.03380281690141,54.384507042253524,57.33788732394366,50.68816901408451,85.0043661971831,55.24549295774648,55.75394366197183,41.883943661971834,55.264084507042256,47.06760563380282,55.65154929577465,51.38042253521127,44.83929577464789,42.459859154929575,58.59281690140845,67.49352112676057,53.602112676056336,80.16253521126761,53.37014084507042,52.21633802816901,94.93492957746479,48.6087323943662,57.67577464788732,56.04,71.75056338028169,46.72971830985915,55.02845070422535,49.80042253521127,63.68112676056338,59.23140845070422,41.36591549295775,47.801267605633804,80.51478873239436,54.44098591549296,61.05140845070422,59.85070422535211,55.75591549295775,46.348591549295776,39.63845070422535,82.29830985915493,58.47760563380282,61.253098591549296,55.55915492957747,62.94605633802817,57.20408450704225,53.88183098591549,71.50056338028169,73.72591549295775,48.67478873239437,48.503239436619715,56.68169014084507,57.557042253521125,47.7287323943662,56.04943661971831,74.02704225352113,47.53633802816901,51.86887323943662,53.873098591549294,51.99661971830986,52.313943661971834,45.653661971830985,52.71338028169014,63.84014084507042,58.162957746478874,59.709295774647885,53.03169014084507,87.64521126760563,53.45056338028169,55.05507042253521,46.95788732394366,44.219577464788735,53.85774647887324,56.350985915492956,55.6887323943662,59.374225352112674,75.10070422535212,47.23450704225352,42.85830985915493,51.32830985915493,42.113098591549296,54.609014084507045,35.88070422535211,79.28056338028169,49.375915492957745,52.583661971830985,49.66197183098591,45.59943661971831,60.60422535211268,62.782676056338026,69.1130985915493,66.40084507042253,57.996901408450704,48.66887323943662,45.86647887323944,42.81774647887324,49.021126760563384,59.24225352112676,58.33859154929578,62.54281690140845,73.39788732394366,60.29816901408451
PKHD1,50.230929861196415,35.476354256233876,39.85609875936617,38.7105392457929,29.29087335708144,48.13210907750891,42.736948777791426,36.459894361872,48.99422675347009,35.895037464684926,33.20544159194202,32.379683085616016,36.08721287311141,41.962965237685786,28.592249109446016,40.497788969414074,56.34860582238054,43.10115464930598,34.01130082299472,41.946382508291364,24.13106497973222,43.207099864881464,47.665765876427955,47.35984522785898,44.675654096548335,35.34135855546002,54.386930352536545,44.856221594398725,48.31550178110797,28.70771404004422,38.183822626212994,32.83613806657659,35.46480776317406,43.14875322441961,28.57806166318634,25.368996437784055,39.75168898169758,45.90953199852598,43.5761577201818,52.80063874216927,37.946382508291364,35.97260778774106,51.75267166195799,41.69745731482619,36.214285714285715,44.84553494656676,27.2155754821275,38.27404495762191,46.08745854317652,33.845719199115585,32.1265815010441,44.87986733816484,27.242844859353887,38.21809360029481,52.73185112394055,36.523707161282395,42.43741555091512,38.33540105638128,45.10569954551038,40.471686524996926,28.71913769807149,28.43459034516644,39.671047782827664,24.366355484584204,45.993059820660854,42.39816975801499,36.6338901854809,42.29081193956517,43.36482004667731,46.70538017442575,33.581685296646604,31.54680014740204,47.03003316545879,47.91585800270237,39.4644392580764,46.320292347377475,36.47199361257831,40.39927527330795,36.75948900626459,35.04802849772755,33.83140891782336,40.57345534946567,37.40001228350326,43.39804692298244,38.1626335830979,46.24474880235843,51.55791671784793,37.86113499570077,57.04250092126274,46.08917823363223,39.096916840682965,37.975801498587394,31.373234246407076,43.96523768578799,40.48618105883798,45.81863407443803,39.111718462105394,47.06553248986611,27.430291119027146,33.2153298120624,39.98869917700528,28.61159562707284,38.242353519223684,23.827171109200343,51.49852597960938,42.251504729148756,35.439012406338286,32.98851492445645,38.35683576956148,36.18400687876182,42.29584817589976,45.65999262989805,53.03494656676084,43.251750399213854,40.515108709003805,39.12172951725832,32.01996069278958,40.20795971010932,39.52886623264955,51.17215329812063,40.755558285222946,43.967080211276254,49.33190025795357
MYO18B,44.46736719206071,33.634909515469936,42.294804436660826,42.210974897840046,40.081377699941626,39.8784588441331,37.38307063631056,35.79801517805021,48.020548744892004,33.176532399299475,33.21436077057793,31.683946293053122,35.995796847635724,46.2482194979568,32.41529480443666,43.94103911266784,30.345709281961472,37.232224168126095,38.83234092235843,42.7375364856976,27.081260945709282,38.72294220665499,41.779451255108,56.14430823117338,47.726444833625216,34.019964973730296,46.79906596614127,47.560537069468765,51.76520723876241,27.901692936368942,32.800817279626386,30.545008756567427,30.848920023350846,46.165791009924106,41.42043199065966,24.85429071803853,55.205487448920024,40.93718622300058,45.87764156450671,45.204319906596616,43.81307647402218,32.52983070636311,57.04927028604787,38.89165207238762,38.48920023350846,46.52014010507881,32.027203736135434,45.889083479276124,47.45148861646235,32.368943374197315,36.1138353765324,49.07086981903094,26.59731465265616,41.31768826619965,47.57197898423818,33.286865148861644,42.534617629889084,33.72165791009924,50.42475189725628,42.86981903093987,40.61471103327496,47.016695855224754,37.65837711617046,29.419147694103913,47.01190893169878,42.673788674839464,33.9215411558669,45.25218914185639,23.748628137769995,42.58867483946293,31.142556917688268,30.71021599532983,45.58680677174548,48.478108581436075,33.0559252772913,49.810274372446,34.189725627554,41.689200233508465,34.80618797431407,35.734384121424405,33.99859894921191,41.68803269118506,37.51278458844133,43.656509048453,32.94489200233509,49.09959136018681,55.484413309982486,36.60805604203152,47.123058960887334,44.49165207238762,37.323759486281375,40.43572679509632,27.273204903677758,44.94699357851722,40.562405137186225,47.85394045534151,37.7235259778167,40.93006421482779,39.85499124343257,34.01681260945709,41.63911266783421,26.80361938120257,38.3472270869819,22.598131932282545,45.67180385288967,46.499007589025105,33.518272037361356,30.162988908347927,41.58155283129013,39.65160537069469,35.28254524226503,39.58984238178634,55.46690017513135,46.54956217162872,40.86981903093987,41.74314068884997,34.74804436660829,42.590542907180385,42.20875656742557,54.15329830706363,38.233625218914185,37.83561004086398,49.16147110332749
MUC17,74.14936477854987,52.66940408507054,57.06780374815751,64.99438478276129,56.56552256615428,77.2420158629887,63.07798132940268,58.112163964343374,66.1763880115112,51.03081350459746,52.35151259914368,51.49989471467678,55.40899838562505,59.80669614655717,52.106548747104654,51.16873727802344,86.98231206569804,66.67165017196602,74.86453288411596,68.82473503193654,65.65943707447182,64.36576121288692,66.03909595002456,68.06583842212396,57.38387028848179,54.79406190777006,85.41461360286377,59.04948410191619,56.298168035375866,48.51561732294518,56.46809854706254,52.09314241594722,55.19218080999509,50.625324629746615,43.318944339159124,44.08170141082333,70.50410612760581,72.00828244542711,62.34800308836948,74.89983856250439,82.06134624833298,57.82080437986944,96.76521372920615,61.98603214711869,69.954025408858,69.4879623780445,75.35565382185723,49.44500596616832,68.87358742191338,55.14599564820664,69.01635432020777,69.49399873657612,48.22390678739384,56.96813364217028,88.09201937249948,51.612128869235626,64.74043658314031,61.55878430546782,70.85267073769917,60.61135677686531,60.20362181511897,70.04969467256265,69.971572962729,48.59338808170141,68.0761563838001,67.3802905874921,76.17526496806346,72.77012704429002,62.782831473292624,73.06794412858848,53.57422615287429,54.131817224678876,65.53302449638521,64.05945111251492,56.865936688425634,64.45370955288833,55.10303923633045,51.02161858636906,58.38920474485857,59.262090264617115,54.139678528813086,67.37467537025339,61.617533515827894,60.28995578016424,57.49561311153225,72.45904400926511,63.17315926159893,54.96736154979996,81.44065417280831,56.00217589668,67.80536253246298,62.96476451182705,52.22643363515126,59.589246858987856,62.803537586860394,74.41826349406892,65.88938022039727,67.717765143539,83.98097845160385,57.968905734540606,66.76872323998035,44.93254720291991,64.29346529093844,40.80332701621394,75.96048290868254,55.07236611216396,61.13673053976276,52.77974310381133,59.58096441356075,50.34477433845722,61.79251772302941,68.84565171615077,68.56096020214783,63.86095318312627,64.7334877518074,47.2940970028778,57.98020635923352,61.35684705552046,59.9741700007019,63.94974380571348,61.408717624763106,66.59675721204464,70.28630588895908
AKAP9,95.01772111298212,69.7154197738754,53.50084195333173,55.93825675567316,49.74228209445914,91.17921578061102,85.23229893352578,73.1137037927993,67.32723919493225,68.64068639243044,58.872905139924626,62.98869376954534,73.35738914281133,67.08178975222516,61.27070804265897,56.403977227167026,110.0419372945233,83.56386817416406,61.79039371341512,63.15812685430198,55.17713094378959,79.22708684147221,92.6685911314249,64.89303183385454,63.15804666827039,68.26172720712052,114.25154358110817,63.38986448560661,65.25916125410953,54.224039772271674,67.73747093256355,62.0706438938337,69.60692807312967,58.601234864886536,45.34488012188277,46.77163018202229,74.8563868174164,85.08002565953011,56.68326517520648,99.37005853580307,72.7608050677572,67.0144334856868,126.73233902654158,57.32619677652153,90.92045545665945,61.28626413278807,96.2679015315532,51.14225002004651,63.196856707561544,64.71341512308555,79.58223077539893,64.81541175527224,53.17809317616871,55.83080747333815,101.01034399807554,70.2583593937936,78.17729131585278,71.79504450324754,58.566353941143454,55.836179937454894,51.226766097345845,99.3565070964638,77.61759281533156,57.37118114024537,66.73955576938498,76.24336460588566,94.52104883329324,57.286905621040816,85.21024777483763,87.46203191404058,60.70884451928474,59.44455135915324,62.170154759040976,69.1614144815973,55.14088685750942,61.384411835458266,64.37390746531955,57.369417047550314,64.38168551038409,68.24496832651752,62.25322748777163,58.400930157966485,51.7164621922861,57.348007377114904,76.14208964798333,70.04939459546146,67.65103039050598,72.53973217865448,114.86256114184908,62.10905300296688,69.82487370700024,51.112821746451765,56.57725924144014,59.11867532675808,70.58696175126293,65.20856386817417,69.77916766899206,93.3360596584075,68.58503728650469,49.63330927752386,56.70820303103199,51.93953973217865,69.6613743885815,44.500922139363325,95.37342634912999,55.0024055809478,65.70635875230535,64.35001202790474,55.12244407024296,48.121000721674285,80.36107770026462,91.49129981557213,76.17095661935691,64.65078983241119,58.54839227006656,50.61262128137278,52.71381605324353,56.92069601475423,66.42177852618074,67.4497634512068,76.92879480394515,87.45898484484003,69.39435490337583
TNXB,39.28000304599452,28.495431008224184,42.27840389887298,40.76918976545842,30.276347852573867,40.18466341760585,32.93793786171185,33.387298202863235,47.74367956137679,31.907934815717333,23.202558635394457,29.578053609503502,32.639658848614076,45.23202863234846,25.95370088333841,43.063889734998476,41.843512031678344,35.199893390191896,35.10645750837649,42.29020712762717,27.695476698141942,36.96139201949436,36.83018580566555,53.12945476698142,45.0994517209869,32.55939689308559,39.21314346634176,44.059473042948525,48.60234541577825,25.55277185501066,34.6858056655498,28.869326835211698,29.035181236673775,47.02421565641182,30.420042643923242,23.467407858665855,43.91425525434054,41.9383186110265,46.12039293329272,38.59564422784039,39.64818763326226,31.010965580261956,40.49063356685958,36.6085135546756,25.727307340846785,45.181693572951566,21.766676819981726,43.71596101127018,47.628312519037465,29.464590313737435,28.727078891257996,45.150091379835516,27.442887602802315,39.90481267133719,43.79096862625647,32.79538531830643,39.59739567468779,32.05079195857447,52.10188851660067,44.04721291501675,31.050639658848613,20.07340846786476,37.394151690526954,20.38295766067621,46.3874505025891,38.696085897045386,29.36498629302467,44.19220225403594,32.89597928723728,39.576073713067316,29.32416996649406,31.0641943344502,50.30878769418215,46.99565945781298,40.92484008528785,48.3718397806884,34.00723423697838,40.86841303685653,31.971367651538227,32.30467560158392,32.58924763935425,44.31381358513555,37.09572037770332,44.60957965275662,30.690146207736827,49.01819981724033,56.87237282972891,32.5921413341456,40.10341151385928,43.81800182759671,36.09838562290588,38.23872982028632,29.4539293329272,41.263935424916234,39.04637526652452,44.18900395979287,35.93633871459031,36.60402071276272,26.960325921413343,34.34434968017057,40.15778251599147,24.128845568077978,35.12625647273835,21.075616813889734,39.66501675296985,48.26804751751447,34.51446847395675,28.47517514468474,41.085135546756014,37.97959183673469,32.708879074017666,34.71931160523911,54.51896131586963,46.804523301858055,42.19448674992385,42.19303990252818,31.065412732257084,41.07881510813281,37.253274444106,55.246725555894,38.13760280231496,34.36734693877551,50.4514163874505
DSCAM,47.76648737137511,33.40703928905519,42.451590271281574,39.49239943872778,39.070159027128156,42.10278297474275,40.512394761459305,35.021281571562206,47.96924695977549,36.552034611786716,32.491580916744624,31.003741814780167,35.07951356407858,48.5183582787652,38.75,41.204396632366695,53.6960944808232,40.2150374181478,33.26566884939196,44.913002806361085,47.217259120673525,41.73655285313377,43.938610851262865,48.7476613657624,43.83384003741815,32.068638914873716,50.25268942937325,45.72661365762395,50.915575304022454,25.645813844714688,34.41779700654818,31.777829747427504,33.62511693171188,45.35804490177736,38.64791861552853,24.424929840972872,41.30905051449953,83.81700187090739,44.58477549111319,48.89546304957904,42.136108512628624,33.9289055191768,48.84179139382601,42.753391019644525,34.21234798877455,43.46036014967259,32.62347988774555,42.36833489242282,47.63423760523854,32.7126987839102,30.147801683816652,47.137160898035546,27.81244153414406,34.30133302151543,48.17387745556595,32.7221702525725,38.93253040224509,35.57623947614593,47.30367165575304,40.233980355472404,31.01800748362956,46.560102899906454,38.248362956033674,30.277362020579982,43.00257249766137,39.59705332086062,23.36272217025257,45.45229186155285,40.43568755846586,45.26683816651076,32.791744621141255,31.46877923292797,49.483980355472404,49.563727782974745,40.50760056127222,47.96760991580917,33.69632834424696,41.36237137511693,35.324134705332085,35.38645930776426,31.16499064546305,43.08465855940131,37.10325070159027,44.86178671655753,33.81840505144995,50.456618334892426,53.826590271281574,35.85851262862489,49.900257249766135,46.09506548175865,37.681244153414404,38.12722170252572,29.520112254443404,46.36517773620206,39.20720299345182,44.89803554724041,37.510757717492986,43.70205799812909,41.034027128157156,34.090855940130965,40.30437324602432,25.94995322731525,36.82086061739944,19.94597754911132,48.09260991580917,43.88645930776426,33.1883769878391,30.899555659494855,38.7689429373246,49.078110383536014,39.87605238540692,42.197263797942,54.589569691300284,43.98327876520112,42.64031805425631,39.930893358278766,34.79805893358279,40.94702993451824,38.677736202058,54.42270813844715,38.41861552853134,39.534377923292794,50.44644527595884
ADAMTS12,32.36072486893093,24.868589012992935,31.09152040118532,29.859015272395716,28.943127421928423,30.64326418965124,29.09687713699567,27.170731707317074,36.80100296330066,24.306473672213357,23.218258490996124,20.763961705037612,25.63961705037611,38.668338272167766,25.96352860724869,31.833599270572144,37.14212445862776,28.732847048096648,29.269774333257352,33.945292910873036,51.76601322087987,29.617164349213585,32.71073626624117,43.27000227946205,34.761112377478916,24.246751766583085,35.83747435605197,34.0238203783907,36.485411442899476,21.357419648962846,25.756439480282655,23.119785730567585,23.352746751766585,35.94609072258947,29.272851607020744,19.011283337132436,36.85400045589241,30.427741053111465,32.30225666742649,35.0188055618874,38.7829952131297,24.842603145657623,39.667540460451335,30.662753590152725,28.19683154775473,34.87793480738546,38.10223387280602,31.46934123546843,35.781855482106224,23.792454980624573,26.309892865283793,37.08388420332801,20.54171415545931,31.297241850923182,35.49395942557556,24.070663323455666,29.18212901755186,25.601208114884887,35.69261454296786,29.97937086847504,30.09573740597219,32.92375199452929,29.98313198085252,21.683952587189424,35.14736722133576,29.072258946888535,24.796671985411443,33.39081376795076,30.710166400729427,32.39844996580807,23.35035331661728,23.24914520173239,37.194438112605425,37.66400729427855,31.14542967859585,36.629815363574195,24.909277410531114,32.815591520401185,25.306473672213357,25.62103943469341,22.85251880556189,33.024732163209485,29.380670161841806,33.58354228402097,25.861066788237977,37.36995669022111,39.636197857305675,25.325051287896056,37.024276270800094,34.01379074538409,26.775928880784136,29.29097333029405,21.768178709824483,33.40961932983816,28.93013448826077,33.813995896968315,25.998290403464782,30.38044221563711,36.73706405288352,27.29268292682927,30.553909277410533,18.759174834739003,25.188511511283338,15.307157510827444,35.122179165716894,34.79974925917483,24.345566446318667,23.40312286300433,29.90483245953955,29.401413266469113,29.45714611351721,30.519945292910872,41.277068611807614,37.97059493959426,31.315021654889446,30.124458627763847,28.362776384773195,32.09585137907454,28.89731023478459,39.34556644631867,28.656371096421246,28.896626396170504,37.19694552085708
SETD1B,28.735125229077582,23.086988393402567,30.471838729383016,28.388271227855835,27.073182651191203,28.86731826511912,23.562003665241296,24.892241905925474,32.57470983506414,24.157971899816737,18.93072693952352,23.452779474648747,25.670006108735492,39.85949908368968,27.95247403787416,29.7411117898595,30.119975565058034,24.657299938912644,22.897006719609042,27.245326817348808,34.54783139890043,29.62101405009163,26.7271838729383,39.78032987171655,32.74013439218082,24.163714111178987,26.549297495418447,32.79804520464264,36.82296884544899,19.063775198533904,24.571899816737936,22.035064141722664,23.615149664019548,34.15894929749542,30.550030543677458,18.27819181429444,31.428100183262064,30.92693952351863,31.17006719609041,29.776664630421504,29.37446548564447,23.523029932803908,30.313500305436776,29.796945632254122,19.209285277947465,29.571166768478925,31.378619425778865,29.510079413561392,31.633842394624313,24.8916310323763,22.120097739767868,33.27232742822236,21.069639584605987,26.68063530849114,34.25326817348809,24.062186927306048,29.974098961514965,22.722419059254733,35.75027489309713,29.740256566890654,24.560781918142943,15.84777031154551,27.788759926695175,27.43017715332926,29.94954184483812,28.66218692730605,20.827611484422725,28.548075748320098,23.646915088576666,30.271960904092854,21.96212583995113,23.415516188149052,34.21930360415394,33.14832009773977,30.103115455100795,37.22956627978009,24.59230299328039,29.242761148442273,25.80989615149664,27.297617593158215,24.941478313989005,28.394746487477093,26.910568112400732,29.04300549786194,21.54819792302993,32.77947464874771,42.6421502748931,25.865729993891264,28.170678069639585,33.758704948075746,26.824923640806354,26.12498472816127,22.748075748320097,30.520342089187537,29.399877825290165,32.00989615149664,26.297861942577885,26.14257788637752,27.965180207697006,23.59975565058033,27.756627978008552,18.54086744043983,26.517654245571165,15.962981062919976,29.929138668295664,33.70006108735492,24.129505192425167,21.72669517409896,28.880513133781307,58.436041539401344,28.250213805742213,26.582773365913255,39.246304215027486,33.7668906536347,28.464874770922417,31.296395846059866,24.03335369578497,27.651557727550397,29.224312767257178,40.24715943799634,26.756017104459378,24.245693341478315,34.56420281001833
PEG3,33.801673736099964,24.976269632007337,29.91780350796744,30.89808552103634,29.13515992204517,32.63968818067179,28.9347701478849,24.938094692193054,37.68531468531469,24.971454774733463,21.48102716955176,22.40582368451221,24.365355955519888,35.30539951851427,21.901639344262296,33.22297374756391,37.63074630287745,29.094348274676143,30.92869425656311,33.23994038748137,33.814054797661356,30.517367878023617,30.060300355382324,38.008827238335435,35.22033704000917,23.413504528258628,35.31491459360312,33.45947495127823,37.47552447552447,19.94451450189155,24.736787802361572,22.81829645764072,24.19740914822882,33.82792617218847,29.023042531239252,17.80717643012725,44.769460048148574,30.962627536398028,34.1043219076006,35.84374641751691,32.814284076579156,24.32144904276052,39.25679238793993,29.50716496618136,26.191333256907026,32.97305972715809,24.787802361572854,31.395162214834347,34.72222859108105,24.547288776796975,24.821735641407773,35.722687148916656,18.37383927547862,28.391035194313883,35.94256563109022,24.571936260460852,27.685429324773587,24.63338301043219,36.03874813710879,30.38106156138943,29.459360311819328,34.97432076120601,28.193052848790554,20.055944055944057,33.793419695059036,28.999656081623296,25.995643700561732,33.44984523673048,28.850739424509918,31.17516909320188,22.603691390576635,21.54121288547518,35.269402728419124,33.93385303221369,30.742863693683365,38.8953341740227,24.732431502923305,30.723031067293363,23.619396996446177,24.929496732775423,24.62146050670641,33.49959876189384,27.594978791700104,32.05135847758799,24.981199128740112,37.34242806373954,39.941304597042304,25.4313882838473,36.364438839848674,33.156597500859796,26.831136077037716,30.013298177232603,21.238450074515647,33.94910008024762,26.44640605296343,32.93419695059039,26.39080591539608,29.347242921013414,30.94852688295311,25.648056861171614,31.364553479307578,19.323283274102945,23.231227788604837,15.962512896939126,34.044136191677175,34.196950590393214,22.566548205892467,22.389315602430358,30.07784019259429,31.626390003439184,27.68749283503382,29.291413504528258,43.33405938323971,32.459131032901524,31.95953227100768,31.342657342657343,26.107531812449846,30.502808666743093,27.75891321792961,39.897970881577436,28.756849707669378,30.401467385073943,36.40651152126562
