#hg38.knownCanonical.chrom	hg38.knownCanonical.chromStart	hg38.knownCanonical.chromEnd	hg38.kgXref.kgID	hg38.kgXref.geneSymbol
chr21	24840549	25057746	uc031rvb.2	AP000235.2
chr21	24043256	24050286	uc061zgg.1	AP000477.3
chr21	44921072	44927902	uc021wjv.2	ITGB2-AS1
chr21	21933314	21975681	uc061zfs.1	AP000472.3
chr21	24886675	24902756	uc061zgk.1	AP000402.3
chr21	32277862	32280988	uc061znb.1	MIS18A-AS1
chr21	18022369	18114904	uc061zep.1	AP000998.2
chr21	30209150	30211783	uc021wif.1	LINC00307
chr21	46093263	46097530	uc062axx.1	AP001471.1
chr21	34180184	34190244	uc002yts.3	LINC00310
chr21	41874755	41877613	uc062ajm.1	AP001619.2
chr21	41679180	41697336	uc011aes.2	LINC00111
chr21	23477640	23490724	uc061zgb.1	AP000459.7
chr21	32913648	33071104	uc061zpb.1	AP000282.2
chr21	36360629	36362040	uc061zyf.1	AP000692.9
chr21	43159065	43162277	uc062ans.1	AP001631.10
chr21	46246889	46247682	uc062azf.1	AP001469.7
chr21	13546032	13558461	uc061zau.1	AP001465.5
chr21	46052595	46053105	uc062axv.1	AP001476.4
chr21	41441055	41445708	uc062aie.1	AP001610.5
chr21	45378200	45379624	uc062awc.1	BX322559.3
chr21	46185078	46188941	uc062ayl.1	AP001468.58
chr21	23361103	23384861	uc021whw.2	D21S2088E
chr21	37187665	37193926	uc062aaf.1	TTC3-AS1
chr21	18477357	18486599	uc061zet.1	AL109763.1
chr21	44485576	44490288	uc062asn.1	AP001065.15
chr21	16630826	16640633	uc061zdq.1	AP000473.5
chr21	29370946	29373709	uc061zlq.1	BACH1-IT2
chr21	32958887	32960566	uc061zpc.1	AP000282.3
chr21	26349779	26350634	uc061zie.1	AP001595.1
chr21	14961308	14964233	uc061zcf.1	AF127577.10
chr21	33165469	33170236	uc002yra.5	LINC01548
chr21	19130522	19134423	uc061zfb.1	AP000431.2
chr21	12999675	13016692	uc061zar.1	AP001464.4
chr21	44450985	44455284	uc031rvy.1	LRRC3-AS1
chr21	45336706	45338665	uc062awb.1	BX322557.13
chr21	15370499	15627258	uc284psa.1	AJ006998.2
chr21	38888771	38903905	uc062acv.1	AP001043.1
chr21	25515472	25518338	uc061zgz.1	AP000221.1
chr21	38846246	38848644	uc062acr.1	AP001042.1
chr21	44414587	44425272	uc011afe.4	TRPM2-AS
chr21	36069641	36126640	uc011aea.1	AP000688.14
chr21	18614430	18650360	uc061zew.1	AF240627.2
chr21	32080315	32197813	uc021wij.2	LINC00159
chr21	37208502	37220688	uc031rvh.2	DSCR9
chr21	24938430	24992817	uc061zgn.1	AP000146.2
chr21	36430359	36481070	uc061zyp.1	AP000695.6
chr21	35713138	35732942	uc061zwp.1	AF015720.3
chr21	23065490	23131206	uc061zfy.1	AP001255.2
chr21	34723806	34737181	uc031rvf.2	LINC00160
chr21	30718524	30718777	uc021wii.1	KRTAP21-3
chr21	36005337	36007838	uc032pzb.2	LINC01436
chr21	29058072	29060095	uc061zkf.1	AF129075.5
chr21	14971469	14992854	uc061zch.1	AF127577.11
chr21	38323634	38333364	uc062acb.1	LINC01423
chr21	27358884	27448579	uc002ymh.3	AP001604.3
chr21	36632680	36637033	uc061zyu.1	AP000696.2
chr21	33482498	33484258	uc061zqm.1	AP000302.58
chr21	19301612	19303739	uc061zfc.1	AP000855.4
chr21	39727754	39730680	uc062agi.1	AF064860.7
chr21	17835015	17885608	uc011aca.2	CHODL-AS1
chr21	42508633	42509658	uc062ali.1	AP001625.5
chr21	23888797	23890541	uc061zgd.1	AP000474.1
chr21	44250812	44251520	uc062arh.1	AP001059.5
chr21	28048403	28137611	uc002ymk.2	AL035610.1
chr21	29370058	29376339	uc061zln.1	BACH1-AS1
chr21	44201289	44202696	uc062ara.1	AP001057.1
chr21	18917933	18935859	uc061zey.1	AL157359.4
chr21	30289144	30289514	uc010glr.1	KRTAP25-1
chr21	32844366	32849934	uc061zpa.1	AP000281.2
chr21	41716435	41717580	uc002yzm.4	LINC00112
chr21	25095041	25103670	uc061zgq.1	AP000233.2
chr21	33057828	33064983	uc032pyd.2	LINC00945
chr21	17438889	17449185	uc061zdx.1	LINC01549
chr21	32306463	32308737	uc002ypm.4	AP000266.7
chr21	26378551	26471102	uc061zif.1	AP001596.6
chr21	44206524	44207399	uc062arb.1	AP001058.3
chr21	41559124	41562958	uc062air.1	AP001610.9
chr21	38974428	38977774	uc032pzk.1	AF064858.7
chr21	28439345	28674848	uc061zji.1	AF131217.1
chr21	14746761	14753863	uc061zbr.1	AF127936.3
chr21	16862874	16873691	uc061zdv.1	AF212831.2
chr21	44339375	44340470	uc062asd.1	AP001062.9
chr21	42916802	42925646	uc002zco.4	ERVH48-1
chr21	37717101	37719569	uc062aba.1	KCNJ6-AS1
chr21	22009157	22098459	uc002ylf.3	AP000472.2
chr21	20256751	20258820	uc061zff.1	AP001171.1
chr21	38206155	38208644	uc010gnt.2	DSCR10
chr21	36104880	36109690	uc032pzc.1	AP000688.29
chr21	19893278	19899755	uc061zfe.1	AP000946.2
chr21	42781073	42782229	uc062ame.2	AP001628.7
chr21	40618506	40630767	uc031rvs.1	DSCAM-IT1
chr21	25934305	25941803	uc061zho.1	AP001442.2
chr21	36445730	36532408	uc061zyq.1	AP000695.4
chr21	45593653	45603056	uc032qch.2	AL133493.2
chr21	21746984	21797415	uc002yle.3	LINC01425
chr21	22500603	22520058	uc061zfx.1	AP000959.2
chr21	27638692	27653491	uc061ziv.1	AP001607.1
chr21	27954921	27985295	uc061ziy.1	AJ006995.3
chr21	43565188	43565648	uc002zdj.2	H2BFS
chr21	29496046	29500386	uc061zlr.1	BACH1-IT3
chr21	34745756	34784886	uc002yug.4	LINC01426
chr21	31653592	31659500	uc002yoz.2	AP000253.1
chr21	35136637	35139222	uc061zwn.1	AF015262.2
chr21	21566762	21615437	uc061zfp.1	AF241725.4
chr21	44989863	44994086	uc021wjz.1	LINC00163
chr21	25561908	25575168	uc002ylm.5	MIR155HG
chr21	42648270	42651244	uc002zbl.5	AP001626.2
chr21	40383082	40385358	uc002yys.3	DSCAM-AS1
chr21	14918533	14947096	uc061zcc.1	AF127577.8
chr21	23960904	23967273	uc061zge.1	AP000477.2
chr21	14818842	15014430	uc061zbu.1	AF127936.9
chr21	42560373	42561934	uc062alm.1	AP001625.6
chr21	38988706	39006153	uc062ada.1	AF064858.8
chr21	44506806	44516575	uc062asq.1	TSPEAR-AS1
chr21	19046309	19047684	uc061zfa.1	AP000431.1
chr21	36082858	36090414	uc061zxh.1	AP000688.15
chr21	27361163	27395787	uc061ziu.1	AP001605.4
chr21	41711519	41715775	uc011aet.1	LINC00479
chr21	15067069	15067837	uc061zcj.1	AF127577.12
chr21	44802576	44804717	uc032qbs.2	LINC01424
chr21	28116093	28228667	uc002yml.3	AL035610.2
chr21	41870632	41872054	uc062ajl.1	AP001619.3
chr21	43140522	43141092	uc062anr.1	FRGCA
chr21	36060431	36064408	uc061zxc.1	AP000688.11
chr21	36132799	36175815	uc061zxr.1	CBR3-AS1
chr21	41739372	41741308	uc062aix.1	AP001615.9
chr21	32020965	32021782	uc061zmw.1	HUNK-AS1
chr21	42009193	42024866	uc062ajz.1	ZNF295-AS1
chr21	46151613	46152647	uc062ayk.1	FTCD-AS1
chr21	39217092	39219805	uc062adn.1	BRWD1-IT1
chr21	24428780	24547942	uc061zgj.1	AP000476.1
chr21	21655037	21686329	uc061zfq.1	AF241725.6
chr21	31559244	31560487	uc002yoy.4	AP000251.3
chr21	44175488	44176453	uc062aqz.1	AP001056.1
chr21	39028535	39029128	uc062adc.1	AF064858.10
chr21	36803983	36806284	uc061zyy.1	HLCS-IT1
chr21	45338589	45341990	uc032qcd.1	LINC00316
chr21	39006647	39011329	uc062adb.1	AF064858.11
chr21	16754518	16815688	uc061zdu.1	AP000473.6
chr21	43322416	43332039	uc032qak.2	LINC00322
chr21	33943624	33969598	uc061zur.1	LINC00649
chr21	43358146	43362349	uc062anx.1	AP001046.5
chr21	39315706	39323218	uc031rvp.2	BRWD1-AS1
chr21	32728138	32743122	uc002yqk.4	PAXBP1-AS1
chr21	21723292	21737319	uc021wht.1	LINC00317
chr21	31664305	31664482	uc061zmn.1	SNORA81
chr21	8794357	8794439	uc061yzr.1	CR381670.1
chr21	25202206	25202315	uc021whx.1	RNA5SP489
chr21	25339004	25339099	uc061zgu.1	AP001340.1
chr21	16718997	16719157	uc061zdt.1	RNU1-98P
chr21	9099102	9099185	uc061yzu.1	CR392039.1
chr21	9098862	9098944	uc061yzt.1	CR392039.2
chr21	46251811	46254133	uc062azi.1	AP001469.9
chr21	42496538	42497443	uc062alf.1	AP001625.4
chr21	30425264	30425968	uc002yob.2	KRTAP13-3
chr21	17763314	17792523	uc061zej.1	C21orf91-OT1
chr21	44579454	44580604	uc002zfl.2	KRTAP10-5
chr21	44328943	44330221	uc062ary.1	AP001062.8
chr21	33903452	33915980	uc002ytl.4	ATP5O
chr21	44107289	44131181	uc002zeb.4	PWP2
chr21	32574840	32585533	uc002ypw.5	TCP10L
chr21	37221418	37237744	uc062aaj.1	AP001432.14
chr21	14593719	14658821	uc061zbo.1	AF165138.7
chr21	44646413	44647650	uc002zfr.5	KRTAP10-11
chr21	34418714	34423966	uc002yty.3	AP000322.53
chr21	33266357	33297234	uc002yrk.3	IL10RB
chr21	34073522	34143034	uc002ytp.2	MRPS6
chr21	30480047	30491957	uc061zmf.1	KRTAP19-3
chr21	25055534	25069906	uc061zgo.1	AP000235.3
chr21	33918994	33919338	uc061zuk.1	RN7SL740P
chr21	30541659	30561289	uc061zmg.1	KRTAP19-7
chr21	30616424	30616699	uc011ade.3	KRTAP20-1
chr21	17793487	17810845	uc061zek.1	AL109761.5
chr21	29351633	29361894	uc061zlk.1	BACH1-IT1
chr21	33584686	33931607	uc061zsf.1	AP000304.12
chr21	33246773	33283212	uc061zpn.1	AP000295.9
chr21	41882204	41882300	uc062ajn.1	SNORA3
chr21	20355747	20355852	uc061zfg.1	RNU6-772P
chr21	25943043	25943145	uc061zhr.1	RNU6-123P
chr21	32538298	32538434	uc061znq.1	SNORA33
chr21	9907915	9908010	uc061zah.1	SNORA70
chr21	16035412	16035509	uc061zcv.1	RNU6-426P
chr21	17431546	17431647	uc061zdw.1	RNU6-113P
chr21	43996321	43996420	uc062apy.1	RNU6-1150P
chr21	42417496	42417593	uc062alb.1	RNU6-1149P
chr21	39344536	39344628	uc062aek.1	Y_RNA
chr21	32563074	32563210	uc061znr.1	RNA5SP490
chr21	20356652	20356896	uc061zfh.1	RN7SKP147
chr21	39313934	39314962	uc062adw.1	BRWD1-AS2
chr21	32393129	32393960	uc011adp.3	URB1-AS1
chr21	30089716	30097836	uc061zmd.1	AF096876.1
chr21	44347766	44348295	uc062ase.1	AP001063.1
chr21	25582769	25583326	uc011acd.3	AP000223.42
chr21	32259803	32261585	uc061zmz.1	AP000265.1
chr21	44994361	44995185	uc062avc.1	LINC00165
chr21	41167556	41167629	uc021wjm.1	MIR3197
chr21	37215604	37215903	uc062aai.1	RN7SL678P
chr21	40212351	40212431	uc021wjk.1	MIR4760
chr21	9902343	9902627	uc061zag.1	RN7SL52P
chr21	43127519	43127619	uc062anq.1	AP001631.1
chr21	32151904	32152008	uc061zmy.1	AP000261.1
chr21	8987369	8987430	uc021wgw.1	MIR3687-2
chr21	44439034	44439110	uc062asl.1	snoZ6
chr21	8986998	8987178	uc021wgv.1	MIR3648-2
chr21	42950927	42951014	uc032qah.1	MIR5692B
chr21	30375293	30375378	uc021wig.1	MIR4327
chr21	32578822	32612281	uc061znx.1	AP000275.65
chr21	18686089	18686164	uc032pvs.1	MIR548X
chr21	26953960	26954043	uc021wic.1	MIR4759
chr21	17506452	17506728	uc061zdz.1	RN7SL163P
chr21	13406383	13406460	uc021whb.1	MIR3156-3
chr21	13644774	13644850	uc032puh.1	MIR3118-1
chr21	44437120	44437175	uc062ask.1	snoZ6
chr21	13985446	13985519	uc061zba.1	AP001634.1
chr21	45100486	45101094	uc062avi.1	RP5-1023B21.1
chr21	16574717	16582637	uc061zdo.1	AP000962.2
chr21	16291790	16308133	uc061zdd.1	AP001172.2
chr21	16643528	16645065	uc061zds.1	AP000473.8
chr21	37100813	37101343	uc061zzz.1	AP001429.1
chr21	16417138	16419080	uc061zdf.1	AP001172.3
chr21	38894784	38894867	uc021wje.1	SNORA62
chr21	34073591	34360033	uc061zvd.1	AP000320.7
chr21	33309490	33310181	uc061zpu.1	AP000295.10
chr21	44600596	44602174	uc032qbr.1	KRTAP10-7
chr21	44936302	44936954	uc062auw.1	LL21NC02-1C16.2
chr21	37267783	37268497	uc062aat.1	AP001412.1
chr21	34425507	34426017	uc061zvu.1	CMP21-97G8.2
chr21	39184468	39184899	uc062adh.1	AF129408.17
chr21	29359001	29359453	uc061zll.1	AP000240.9
chr21	44929652	44930112	uc062aut.1	LL21NC02-1C16.1
chr21	31735731	31736407	uc061zms.1	AP000255.6
chr21	33967100	33968573	uc061zuz.1	AP000569.9
chr21	34412199	34412587	uc061zvt.1	CMP21-97G8.1
chr21	26459902	26460214	uc061zil.1	KB-1466C5.1
chr21	36319791	36320670	uc061zya.1	AP000692.10
chr21	37365476	37365932	uc062aau.1	AP001437.1
chr21	29024254	29024890	uc061zjy.1	RP1-100J12.1
chr21	31666727	31667247	uc061zmo.1	AP000254.8
chr21	29657405	29657831	uc061zly.1	RP11-313P22.1
chr21	26170870	26217381	uc061zib.1	AP000230.1
chr21	7748898	7777853	uc061yyg.1	SMIM11B
chr21	7826097	7826225	uc061yyj.1	SNORA11
chr21	32730986	32731044	uc061zok.1	AP000279.1
chr21	45403808	45404369	uc062awe.1	LL21NC02-21A1.1
chr21	10482737	10605716	uc061zao.1	AL078471.5
chr21	7092615	7092716	uc061yxk.1	Y_RNA
chr21	8249504	8249596	uc061yyr.1	MIR6724-2
chr21	44477849	44478493	uc062asm.1	KB-68A7.1
chr21	45974488	45974953	uc062axo.1	AJ011932.1
chr21	6444868	6468040	uc032prh.1	CBSL
chr21	5553668	5591228	uc032pqr.2	RP11-717F1.2
chr21	10521574	10605716	uc002yip.2	TPTE
chr21	8253049	8253109	uc061yyt.1	FP671120.1
chr21	7474393	7474494	uc061yxs.1	Y_RNA
chr21	8436077	8436138	uc061yzj.1	FP236383.1
chr21	25101131	25101415	uc061zgr.1	RN7SKP236
chr21	8384255	8384333	uc061yyx.1	FP236383.2
chr21	8445990	8446046	uc061yzo.1	FP236383.3
chr21	30829038	30829759	uc032pxy.2	KRTAP7-1
chr21	6223479	6223580	uc061yvn.1	Y_RNA
chr21	8388897	8388987	uc061yyz.1	pRNA
chr21	25454735	25454842	uc061zgy.1	AP000221.2
chr21	45759803	45763758	uc062axd.1	RP1-101D8.1
chr21	41746771	41746841	uc032qab.1	MIR6814
chr21	45478265	45478326	uc032qcg.1	MIR6815
chr21	8400990	8401039	uc061yzd.1	FP236383.4
chr21	8395606	8395759	uc032pto.2	RNA5-8S5
chr21	33550661	33550728	uc032pyh.1	MIR6501
chr21	8208011	8208125	uc032psp.2	FP671120.2
chr21	8201209	8201287	uc061yyl.1	FP671120.3
chr21	25573979	25574044	uc021why.1	MIR155
chr21	41922176	41922274	uc062ajt.1	AP001619.1
chr21	5130870	5154734	uc032pqo.2	CH507-9B2.5
chr21	23079283	23079392	uc032pwk.1	MIR6130
chr21	6228965	6267304	uc061yvo.1	CH507-24F1.2
chr21	6859170	6859256	uc032prs.1	MIR8069-1
chr21	39447009	39447069	uc032pzo.1	MIR6508
chr21	8218720	8218776	uc061yyq.1	FP671120.4
chr21	9646824	9647000	uc061zac.1	U1
chr21	8205850	8205940	uc061yyn.1	pRNA
chr21	8432529	8432621	uc061yzf.1	MIR6724-4
chr21	8208472	8208652	uc032psr.1	MIR3648-1
chr21	8435706	8435886	uc061yzi.1	FP236383.5
chr21	44244544	44244993	uc062are.1	AP001059.7
chr21	44999207	45004727	uc032qby.2	LINC00162
chr21	6484622	6499200	uc032prm.2	U2AF1L5
chr21	8205314	8205406	uc061yym.1	MIR6724-1
chr21	6111133	6123739	uc032pqz.2	CH507-42P11.8
chr21	6560713	6564489	uc032prp.2	CH507-152C13.3
chr21	7430668	7468875	uc032pry.2	CH507-254M2.2
chr21	8252220	8252334	uc032ptd.2	FP671120.5
chr21	7816677	7829592	uc032psl.2	CH507-396I9.6
chr21	8391519	8391697	uc061yza.1	FP236383.6
chr21	44978831	44979274	uc062ava.1	AP001505.10
chr21	7663910	7664011	uc061yxt.1	Y_RNA
chr21	5116342	5133805	uc061yud.2	CH507-9B2.4
chr21	45870853	45873345	uc062axi.1	AJ011931.1
chr21	8435245	8435359	uc061yzh.1	FP236383.7
chr21	8391058	8391172	uc032ptl.2	FP236383.8
chr21	39171461	39171560	uc062add.1	uc_338
chr21	6365954	6366055	uc061yvz.1	Y_RNA
chr21	8441948	8442040	uc061yzm.1	FP236383.9
chr21	7048890	7087097	uc032prv.2	CH507-254M2.1
chr21	8401759	8401816	uc061yze.1	FP236383.10
chr21	5022492	5040661	uc032pql.2	CH507-9B2.1
chr21	10460441	10460546	uc021wha.3	AF254983.1
chr21	8391883	8391943	uc061yzb.1	FP236383.11
chr21	10649399	10649835	uc061zaq.1	IGHV1OR21-1
chr21	23841558	23841643	uc061zgc.1	AP000960.1
chr21	44494873	44495519	uc062aso.1	KB-68A7.2
chr21	8388361	8388453	uc061yyy.1	MIR6724-3
chr21	8208843	8208904	uc032pss.1	MIR3687-1
chr21	14075949	14076038	uc061zbd.1	pRNA
chr21	8445222	8445271	uc061yzn.1	FP236383.12
chr21	8250059	8250149	uc061yys.1	pRNA
chr21	10328410	10342669	uc061zam.1	AP003900.6
chr21	8256780	8256933	uc032ptf.2	RNA5-8S5
chr21	5597389	5597490	uc061yvb.1	Y_RNA
chr21	6519204	6519304	uc061ywi.1	FP236240.1
chr21	9553502	9553572	uc061zab.1	AC124864.1
chr21	7669396	7679177	uc032psd.2	CH507-338C24.1
chr21	6441319	6441419	uc061ywa.1	FP236240.2
chr21	8258913	8259005	uc061yyv.1	FP671120.6
chr21	44241846	44242081	uc062ard.1	AP001059.6
chr21	8439822	8439975	uc061yzl.1	RNA5-8S5
chr21	8212571	8212724	uc032psu.2	RNA5-8S5
chr21	43609886	43609989	uc032qal.1	MIR6070
chr21	8217952	8218001	uc061yyp.1	FP671120.7
chr21	13724188	13724274	uc032puj.1	MIR8069-2
chr21	8433084	8433174	uc061yzg.1	pRNA
chr21	6667303	6670667	uc061ywv.1	CH507-145C22.3
chr21	7020598	7025166	uc061yxe.1	CH507-236L23.1
chr21	6318433	6360415	uc061yvv.1	CH507-145C22.1
chr21	6550748	6553955	uc061ywk.1	CH507-152C13.6
chr21	9325012	9368775	uc061yzv.1	bP-21264C1.2
chr21	6858538	6897263	uc061ywz.1	CH507-210P18.4
chr21	7788702	7793954	uc032psi.2	CH507-396I9.3
chr21	8197619	8227646	uc032psn.2	CH507-513H4.1
chr21	5707003	5709456	uc061yve.1	CH507-39O4.2
chr21	5499154	5502497	uc061yuo.1	CH507-24F1.1
chr21	18917212	18917429	uc061zex.1	RP4-646P19.1
chr21	5703181	5705637	uc061yvc.1	CH507-39O4.3
chr21	6520343	6520670	uc061ywj.1	CH507-152C13.5
chr21	7135333	7137789	uc061yxl.1	CH507-236L23.3
chr21	6994373	6997737	uc061yxd.1	CH507-145C22.4
chr21	9913360	9914846	uc061zaj.1	RP11-555K2.4
chr21	36485866	36487760	uc061zys.1	KB-176G8.1
chr21	15050188	15052379	uc061zci.1	AF127577.13
chr21	5011798	5017145	uc061ytv.1	CH507-9B2.2
chr21	8996495	9018670	uc061yzs.1	bP-2171C21.3
chr21	25371826	25372043	uc061zgv.1	AP001340.3
chr21	8759076	8761335	uc061yzp.1	bP-2189O9.3
chr21	17705407	17707455	uc061zei.1	AP000432.3
chr21	5232667	5243833	uc061yun.1	RP11-717F1.1
chr21	5073457	5087867	uc061ytz.1	CH507-9B2.8
chr21	32790672	32791504	uc061zow.1	AP000280.66
chr21	6904883	6906692	uc061yxa.1	CH507-210P18.5
chr21	6034689	6036093	uc061yvf.1	CH507-42P11.3
chr21	13679299	13681138	uc061zax.1	AL050303.10
chr21	5705344	5707160	uc061yvd.1	CH507-39O4.1
chr21	10122272	10129029	uc284pry.1	CH507-216K13.2
chr21	8101250	8103706	uc061yyk.1	CH507-338C24.3
chr21	6789591	6812297	uc061ywy.1	CH507-210P18.1
chr21	6986449	6997699	uc061yxb.1	CH507-154B10.2
chr21	5116340	5128425	uc032pqm.2	CH507-9B2.3
chr21	9781917	9812602	uc061zad.1	MGC39584
chr21	15346651	15346738	uc061zck.1	AF246928.1
chr21	6081192	6082585	uc061yvk.1	CH507-42P11.7
chr21	13305170	13314664	uc061zat.1	AJ239318.1
chr21	41175230	41185239	uc002yyz.4	PLAC4
chr21	6630181	6670692	uc061ywq.1	CH507-154B10.1
chr21	6721811	6725209	uc061ywx.1	CH507-254M2.3
chr21	35898054	35898429	uc061zwq.1	AP000687.1
chr21	6084380	6091407	uc061yvl.1	CH507-42P11.6
chr21	6060339	6076305	uc032pqx.2	CH507-42P11.5
chr21	10028360	10029855	uc061zak.1	bP-21201H5.2
chr21	16525918	16527019	uc061zdl.1	AP000962.1
chr21	5155498	5163695	uc061yum.1	CH507-9B2.9
chr21	8380664	8410645	uc284prx.1	CH507-528H12.1
chr21	17611743	17633199	uc061zef.1	AP000432.1
chr21	45914295	45919483	uc062axn.1	PCBP3-OT1
chr21	8393418	8394341	uc061yzc.1	CH507-513H4.4
chr21	8210383	8211306	uc061yyo.1	CH507-513H4.6
chr21	8437628	8438551	uc061yzk.1	CH507-513H4.3
chr21	33167127	33167262	uc061zph.1	AP000290.1
chr21	28150605	28150677	uc061zjf.1	AL035610.3
chr21	8254591	8255514	uc061yyu.1	CH507-513H4.5
chr21	27302658	27302710	uc061zit.1	AP001604.1
chr21	46326918	46327224	uc062azw.1	Metazoa_SRP
chr21	29712037	29712125	uc061zlz.1	AP000237.1
chr21	14824326	14918552	uc061zbz.1	AF127936.7
chr21	42777818	42779994	uc284psn.1	KB-51A8.1
chr22	50600684	50611551	uc032qrw.2	MAPK8IP2
chr22	17734141	17774495	uc002znd.3	BID
chr22	50525751	50530056	uc003bmc.7	TYMP
chr22	50508215	50523472	uc003blr.5	NCAPH2
chr22	20241414	20268531	uc002zrv.4	RTN4R
chr22	46762620	47175693	uc003bib.5	TBC1D22A
chr22	44881161	45009700	uc003bfn.4	PHF21B
chr22	19148575	19150283	uc011ags.3	GSC2
chr22	17137510	17165287	uc002zmh.4	CECR5
chr22	19449909	19479215	uc002zpm.3	UFD1L
chr22	19179472	19291714	uc032qgb.2	CLTCL1
chr22	19036285	19122454	uc062bkn.1	DGCR2
chr22	50089878	50161618	uc062fjb.1	MOV10L1
chr22	50170730	50180294	uc003bjn.5	PANX2
chr22	50200978	50217616	uc021wry.1	SELO
chr22	46296740	46330810	uc011aqy.2	GTSE1
chr22	46267963	46294008	uc003bhi.3	TTC38
chr22	46620401	46679785	uc062fgc.1	GRAMD4
chr22	46360833	46537170	uc003bhw.1	CELSR1
chr22	45344062	45413567	uc003bgc.4	SMC1B
chr22	45502890	45601135	uc003bgj.2	FBLN1
chr22	50767500	50783662	uc062fos.1	RABL2B
chr22	45163840	45188015	uc003bfr.4	NUP50
chr22	19479458	19520612	uc002zpr.5	CDC45
chr22	19941606	19969975	uc002zqu.4	COMT
chr22	17179303	17221989	uc062bga.1	CECR1
chr22	17787651	17811497	uc062bho.1	XXbac-B461K10.4
chr22	19969895	20016808	uc002zqz.4	ARVCF
chr22	20111874	20117392	uc002zrk.3	TRMT2A
chr22	20117547	20127181	uc002zro.3	RANBP1
chr22	20131806	20148007	uc002zrq.4	ZDHHC8
chr22	20441518	20495883	uc002zsl.2	KLHL22
chr22	20507601	20587632	uc002zsq.4	MED15
chr22	20773878	20787720	uc002ztb.2	SERPIND1
chr22	20858982	20891218	uc011ahw.3	SNAP29
chr22	20917425	20953749	uc002ztf.2	CRKL
chr22	20982012	20999038	uc002zto.4	LZTR1
chr22	23772818	23784316	uc002zxx.4	MMP11
chr22	17359948	17553332	uc010gqv.2	CECR2
chr22	23786973	23834516	uc002zyb.4	SMARCB1
chr22	21015026	21028830	uc010gsu.2	P2RX6
chr22	23836733	23839004	uc002zyh.4	DERL3
chr22	21028717	21032558	uc002zud.3	SLC7A4
chr22	17638589	17728721	uc002zmw.5	BCL2L13
chr22	23966900	23972532	uc002zyy.5	DDTL
chr22	23971377	23980469	uc062cih.1	DDT
chr22	23980057	23983915	uc062cim.2	GSTT2
chr22	30262828	30266840	uc003ahb.4	OSM
chr22	24011314	24178628	uc002zzi.1	CABIN1
chr22	30291989	30327046	uc003ahk.5	TBC1D10A
chr22	24181258	24189110	uc002zzn.2	SUSD2
chr22	30331987	30356947	uc003ahl.4	SF3A1
chr22	24219653	24245142	uc002zzo.4	GGT5
chr22	30378816	30387388	uc003ahp.4	RNF215
chr22	30396856	30425317	uc032qlk.2	SEC14L2
chr22	30459228	30472049	uc003ahy.4	SEC14L3
chr22	24270816	24417739	uc002zzv.6	SPECC1L
chr22	21666008	21700015	uc002zvi.5	PPIL2
chr22	24495059	24526585	uc003aaf.4	UPB1
chr22	21697543	21735834	uc002zvl.4	YPEL1
chr22	24555502	24572772	uc003aam.3	SNRPD3
chr22	30576624	30591940	uc003aij.2	PES1
chr22	21754499	21867629	uc002zvn.4	MAPK1
chr22	24583749	24628968	uc003aan.2	GGT1
chr22	18912776	18936553	uc002zok.5	PRODH
chr22	21919419	21952837	uc002zvp.3	PPM1F
chr22	30635651	30647893	uc003ais.2	SLC35E4
chr22	21957024	21982816	uc002zvt.6	TOP3B
chr22	25199849	25207363	uc003abo.3	CRYBB3
chr22	37282382	37315345	uc003arf.4	CYTH4
chr22	19130278	19144684	uc002zou.4	DGCR14
chr22	37469064	37486401	uc003ass.3	MFNG
chr22	37490361	37519542	uc062dxz.1	CARD10
chr22	25351420	25381577	uc011ajz.3	LRP5L
chr22	19175574	19178830	uc002zoz.6	SLC25A1
chr22	25564848	25729294	uc003abx.5	ADRBK2
chr22	31134808	31140607	uc003aka.4	PLA2G3
chr22	37570245	37580080	uc003ata.4	LGALS2
chr22	37608474	37633564	uc003atc.4	GGA1
chr22	19330697	19431733	uc002zpf.2	HIRA
chr22	37639474	37656117	uc003ati.4	SH3BP1
chr22	26169574	26380373	uc003acb.4	SEZ6L
chr22	37675607	37679806	uc003atn.4	LGALS1
chr22	26451479	26483812	uc003acl.5	HPS4
chr22	31281592	31292528	uc003akm.4	PIK3IP1
chr22	37686413	37726503	uc284pta.1	RP1-37E16.12
chr22	26483876	26494658	uc010gve.4	SRRD
chr22	31325803	31346232	uc003akq.4	PATZ1
chr22	37746227	37760346	uc003atv.4	TRIOBP
chr22	26491224	26512505	uc003act.4	TFIP11
chr22	37807911	37816899	uc003atz.4	GCAT
chr22	22644474	22647903	uc062ccl.1	GGTLC2
chr22	26599277	26618088	uc003acy.2	CRYBB1
chr22	37830854	37844431	uc003auc.4	ANKRD54
chr22	37849371	37888782	uc003auf.3	EIF3L
chr22	41673929	41688909	uc003bav.4	SNU13
chr22	37906296	37942822	uc003aui.4	MICALL1
chr22	37953662	37969312	uc003aul.4	POLR2F
chr22	37972299	37987422	uc003auo.2	SOX10
chr22	41800678	41826299	uc003bbh.2	CCDC134
chr22	31754851	31907005	uc003alt.4	DEPDC5
chr22	38057199	38075701	uc003aus.4	PICK1
chr22	27978013	28679865	uc003adp.4	TTC28
chr22	38078133	38083142	uc003auu.4	SLC16A8
chr22	41938720	41947164	uc003bbn.4	CENPM
chr22	41976809	41998221	uc003bbr.5	SEPT3
