#chrom	chromStart	chromEnd	clusterId	transcript	protein
chr17_KI270861v1_alt	80656	114910	43429	uc032gnb.3	ENSG00000274442.2
chr17_KI270861v1_alt	132817	140466	44071	uc032gne.2	ENSG00000275246.2
chr17_KI270861v1_alt	146550	168638	44701	uc032gnl.1	ENSG00000276021.4
chr17_KI270861v1_alt	63885	75775	44954	uc032gmy.3	ENSG00000276336.4
chr17_KI270861v1_alt	171787	184214	45356	uc032gnp.1	ENSG00000276838.4
chr17_KI270861v1_alt	0	58864	46714	uc032gmt.3	ENSG00000278550.4
chr17_KI270861v1_alt	195222	195943	49579	uc284pbx.1	ENSG00000282307.1
chr17_KI270861v1_alt	141538	146279	49840	uc284paq.1	ENSG00000282800.1
chr17_KI270862v1_alt	144553	144820	42861	uc060mop.1	ENSG00000273728.1
chr17_KI270862v1_alt	61722	61806	42920	uc032gob.1	ENSG00000273803.1
chr17_KI270862v1_alt	286300	342404	43454	uc032gof.2	ENSG00000274474.3
chr17_KI270862v1_alt	36363	42918	45997	uc032gnt.2	ENSG00000277649.2
chr17_KI270862v1_alt	21282	21368	46226	uc060mno.1	ENSG00000277931.1
chr17_KI270862v1_alt	42773	231794	46860	uc032gnx.2	ENSG00000278741.4
chr17_KI270862v1_alt	18565	19017	48411	uc032gns.2	ENSG00000280563.1
chr17_KI270862v1_alt	240275	243012	48681	uc060mou.1	ENSG00000280938.1
chr17_KI270862v1_alt	226364	229558	49143	uc060mot.1	ENSG00000281590.1
chr17_KI270907v1_alt	66288	68572	44591	uc284pcp.1	ENSG00000275886.2
chr17_KI270907v1_alt	14796	87891	49422	uc284pcd.1	ENSG00000282013.1
chr17_KI270907v1_alt	87721	92665	49592	uc284pcv.1	ENSG00000282336.1
chr17_KI270907v1_alt	56475	57537	49605	uc284pcn.1	ENSG00000282357.1
chr17_KI270907v1_alt	89820	91966	49639	uc284pcw.1	ENSG00000282426.1
chr17_KI270908v1_alt	1057212	1057493	43210	uc060mpq.1	ENSG00000274171.1
chr17_KI270908v1_alt	339233	339330	43619	uc060mpk.1	ENSG00000274690.1
chr17_KI270908v1_alt	228601	228882	44342	uc060mpj.1	ENSG00000275587.1
chr17_KI270908v1_alt	633938	634216	44353	uc060mpn.1	ENSG00000275602.1
chr17_KI270908v1_alt	17868	18000	44506	uc060mph.1	ENSG00000275780.1
chr17_KI270908v1_alt	486390	537949	44842	uc032gqv.2	ENSG00000276191.4
chr17_KI270908v1_alt	917242	917344	44864	uc060mpp.1	ENSG00000276222.1
chr17_KI270908v1_alt	1110345	1276876	44896	uc032gtb.3	ENSG00000276262.2
chr17_KI270908v1_alt	977172	1099355	44907	uc284pgl.1	ENSG00000276276.4
chr17_KI270908v1_alt	126404	180899	44974	uc032goy.3	ENSG00000276358.2
chr17_KI270908v1_alt	1371000	1406147	45327	uc284phf.1	ENSG00000276799.2
chr17_KI270908v1_alt	84404	120802	45412	uc032got.1	ENSG00000276907.4
chr17_KI270908v1_alt	107319	107413	45492	uc060mpi.1	ENSG00000277019.1
chr17_KI270908v1_alt	546955	549193	45561	uc032gra.2	ENSG00000277106.2
chr17_KI270908v1_alt	1029999	1075353	45654	uc284pgm.1	ENSG00000277221.2
chr17_KI270908v1_alt	1281917	1338200	45991	uc032gtg.3	ENSG00000277641.2
chr17_KI270908v1_alt	596512	730446	46248	uc032grg.2	ENSG00000277956.4
chr17_KI270908v1_alt	732079	927544	46642	uc032grs.2	ENSG00000278458.4
chr17_KI270908v1_alt	874193	874344	48895	uc060mpo.1	ENSG00000281236.1
chr17_KI270908v1_alt	87434	87980	49403	uc284pdh.1	ENSG00000281982.1
chr17_KI270908v1_alt	251918	260876	49415	uc284peo.1	ENSG00000282002.1
chr17_KI270908v1_alt	545476	597641	49451	uc284pfc.1	ENSG00000282067.1
chr17_KI270908v1_alt	609776	612879	49502	uc284pfj.1	ENSG00000282165.1
chr17_KI270908v1_alt	737424	737882	49564	uc284pga.1	ENSG00000282279.1
chr17_KI270908v1_alt	143001	154223	49588	uc284pea.1	ENSG00000282325.1
chr17_KI270908v1_alt	435452	436769	49607	uc284pet.1	ENSG00000282361.1
chr17_KI270908v1_alt	324049	518609	49657	uc284per.1	ENSG00000282456.1
chr17_KI270908v1_alt	248037	265368	49679	uc284pen.1	ENSG00000282491.1
chr17_KI270908v1_alt	433802	435077	49696	uc284pes.1	ENSG00000282523.1
chr17_KI270908v1_alt	61904	62560	49709	uc284pcz.1	ENSG00000282563.1
chr17_KI270908v1_alt	597910	600926	49742	uc284pfi.1	ENSG00000282620.1
chr17_KI270908v1_alt	7462	7543	49751	uc284pcy.1	ENSG00000282637.1
chr17_KI270908v1_alt	233714	235976	49800	uc284pej.1	ENSG00000282727.1
chr17_KI270908v1_alt	895679	898825	49839	uc284pgi.1	ENSG00000282799.1
chr17_KI270909v1_alt	64246	64544	43208	uc060mpr.1	ENSG00000274169.1
chr17_KI270909v1_alt	165199	268581	44122	uc060mpu.1	ENSG00000275313.4
chr17_KI270909v1_alt	309381	320313	44570	uc032gvh.2	ENSG00000275861.4
chr17_KI270909v1_alt	250576	252466	46091	uc002kig.4	ENSG00000277768.2
chr17_KI270909v1_alt	149002	150892	46114	uc032guk.3	ENSG00000277796.2
chr17_KI270909v1_alt	57923	59718	46237	uc032gto.1	ENSG00000277943.4
chr17_KI270909v1_alt	18376	26129	46285	uc032gtj.3	ENSG00000278006.2
chr17_KI270909v1_alt	42352	44238	46728	uc032gtl.3	ENSG00000278567.2
chr17_KI270909v1_alt	208134	320306	46778	uc060mpv.1	ENSG00000278632.4
chr17_KI270909v1_alt	137575	150590	49534	uc284php.1	ENSG00000282229.1
chr17_KI270909v1_alt	165199	167015	49731	uc284phx.1	ENSG00000282604.1
chr17_KI270909v1_alt	280989	282550	49812	uc284pil.1	ENSG00000282747.1
chr17_KI270909v1_alt	70273	131610	49821	uc284phm.1	ENSG00000282763.1
chr17_KI270909v1_alt	26962	43954	49828	uc284phh.1	ENSG00000282775.1
chr17_KI270910v1_alt	61722	61806	44443	uc032gwb.1	ENSG00000275706.1
chr17_KI270910v1_alt	141023	141290	44677	uc060mrc.1	ENSG00000275991.1
chr17_KI270910v1_alt	45154	149117	44696	uc032gvx.2	ENSG00000276016.4
chr17_KI270910v1_alt	21282	21368	45409	uc060mpz.1	ENSG00000276901.1
chr17_KI270910v1_alt	36363	42918	46676	uc032gvv.2	ENSG00000278501.2
chr17_KI270910v1_alt	18565	19017	48939	uc032gvu.2	ENSG00000281300.1
chr18_GL383567v1_alt	26808	26927	37641	uc060qmo.1	ENSG00000262132.1
chr18_GL383567v1_alt	82801	101980	37773	uc032hih.2	ENSG00000262634.5
chr18_GL383567v1_alt	275116	275282	49473	uc284piw.1	ENSG00000282110.1
chr18_GL383567v1_alt	9996	21402	49649	uc284piu.1	ENSG00000282443.1
chr18_GL383569v1_alt	50628	50722	37633	uc060qmr.1	ENSG00000262104.2
chr18_GL383569v1_alt	11698	12985	49644	uc284pja.1	ENSG00000282433.1
chr18_GL383571v1_alt	152308	162707	37632	uc032him.2	ENSG00000262102.1
chr18_GL383571v1_alt	127520	130693	37966	uc060qmt.1	ENSG00000263322.1
chr18_GL383571v1_alt	33776	34832	47615	uc060qms.1	ENSG00000279612.1
chr18_GL383571v1_alt	162272	162476	49475	uc284pjd.1	ENSG00000282112.1
chr18_GL383571v1_alt	152315	159757	49527	uc284pjc.1	ENSG00000282220.1
chr18_GL383572v1_alt	41669	43957	37684	uc060qmu.1	ENSG00000262280.1
chr18_GL383572v1_alt	45389	62516	37960	uc060qmx.1	ENSG00000263310.5
chr18_GL383572v1_alt	139951	140079	43296	uc060qnb.1	ENSG00000274273.1
chr18_KI270863v1_alt	14941	25889	49383	uc284pjf.1	ENSG00000281942.1
chr18_KI270863v1_alt	145353	146284	49386	uc284pjo.1	ENSG00000281949.1
chr18_KI270863v1_alt	47520	49077	49411	uc284pjg.1	ENSG00000281995.1
chr18_KI270863v1_alt	119919	121991	49589	uc284pji.1	ENSG00000282330.1
chr18_KI270863v1_alt	81560	122378	49733	uc284pjh.1	ENSG00000282606.1
chr18_KI270863v1_alt	122433	160649	49815	uc284pjj.1	ENSG00000282752.1
chr18_KI270911v1_alt	45389	65089	45488	uc032hiu.2	ENSG00000277015.4
chr18_KI270911v1_alt	137997	146870	49557	uc284pjx.1	ENSG00000282266.2
chr18_KI270911v1_alt	153846	155148	49659	uc284pke.1	ENSG00000282460.1
chr18_KI270911v1_alt	41669	43958	49822	uc284pjp.1	ENSG00000282765.1
chr18_KI270912v1_alt	50628	50722	42893	uc060qne.1	ENSG00000273770.1
chr18_KI270912v1_alt	11698	12944	49765	uc284pkh.1	ENSG00000282658.1
chr19_GL000209v2_alt	149490	163505	42701	uc061dvn.1	ENSG00000273517.1
chr19_GL000209v2_alt	26088	70843	42817	uc061dvc.1	ENSG00000273661.4
chr19_GL000209v2_alt	165860	171325	42866	uc061dvp.1	ENSG00000273735.4
chr19_GL000209v2_alt	91438	102515	43229	uc061dvi.1	ENSG00000274193.4
chr19_GL000209v2_alt	121082	130547	43609	uc061dvl.1	ENSG00000274676.1
chr19_GL000209v2_alt	26121	37684	45032	uc061dvd.1	ENSG00000276433.1
chr19_GL000209v2_alt	72870	86274	45100	uc061dvh.1	ENSG00000276518.1
chr19_GL000209v2_alt	72860	119050	45112	uc061dvg.1	ENSG00000276534.4
chr19_GL000209v2_alt	7854	7924	45374	uc061dvb.1	ENSG00000276860.1
chr19_GL000209v2_alt	132526	147401	45998	uc061dvm.1	ENSG00000277650.1
chr19_GL000209v2_alt	40062	54144	46402	uc061dve.1	ENSG00000278152.1
chr19_GL383573v1_alt	152103	159104	43434	uc061dvu.1	ENSG00000274449.1
chr19_GL383573v1_alt	113307	144280	43908	uc061dvs.1	ENSG00000275050.4
chr19_GL383573v1_alt	142385	142468	45904	uc061dvt.1	ENSG00000277538.1
chr19_GL383573v1_alt	266563	293973	46354	uc032iiy.2	ENSG00000278091.4
chr19_GL383573v1_alt	363992	380078	46894	uc061dwh.1	ENSG00000278780.4
chr19_GL383573v1_alt	270060	271990	47354	uc061dwc.1	ENSG00000279318.1
chr19_GL383573v1_alt	315537	326486	47919	uc061dwd.1	ENSG00000279974.1
chr19_GL383573v1_alt	83782	92110	47966	uc061dvq.1	ENSG00000280030.1
chr19_GL383574v1_alt	69261	77035	37836	uc061dwo.1	ENSG00000262860.5
chr19_GL383574v1_alt	109450	155864	47415	uc061dwp.1	ENSG00000279389.3
chr19_GL383575v2_alt	83955	128716	43667	uc032iju.2	ENSG00000274746.4
chr19_GL383575v2_alt	114200	114273	45975	uc032ijv.2	ENSG00000277623.1
chr19_GL383575v2_alt	166139	170222	47574	uc061dwy.1	ENSG00000279566.1
chr19_GL383575v2_alt	129961	154821	48177	uc061dww.1	ENSG00000280271.1
chr19_GL383576v1_alt	59104	94837	44861	uc061dxd.1	ENSG00000276219.4
chr19_GL383576v1_alt	173765	173913	47563	uc061dxg.1	ENSG00000279552.1
chr19_GL383576v1_alt	147050	148693	47716	uc061dxf.1	ENSG00000279731.1
chr19_GL383576v1_alt	130611	132705	47856	uc061dxe.1	ENSG00000279902.1
chr19_GL949746v1_alt	69047	77107	42696	uc032ikl.2	ENSG00000273511.4
chr19_GL949746v1_alt	371538	379675	42797	uc032ioa.2	ENSG00000273633.1
chr19_GL949746v1_alt	479404	493657	43076	uc061ebn.1	ENSG00000274000.4
chr19_GL949746v1_alt	81432	90168	43136	uc032ikt.1	ENSG00000274073.1
chr19_GL949746v1_alt	408862	417309	43145	uc032iod.2	ENSG00000274084.4
chr19_GL949746v1_alt	238689	238792	43337	uc061dzv.1	ENSG00000274323.1
chr19_GL949746v1_alt	77272	81393	43361	uc032ikr.2	ENSG00000274359.1
chr19_GL949746v1_alt	612224	612294	43369	uc061ecq.1	ENSG00000274371.1
chr19_GL949746v1_alt	175656	182444	43585	uc032ils.2	ENSG00000274646.4
chr19_GL949746v1_alt	536897	543563	43602	uc032iox.2	ENSG00000274669.4
chr19_GL949746v1_alt	288497	294554	43797	uc032ink.1	ENSG00000274914.4
chr19_GL949746v1_alt	480268	505874	43812	uc061ebq.1	ENSG00000274935.4
chr19_GL949746v1_alt	630146	673542	43828	uc032ipp.1	ENSG00000274952.4
chr19_GL949746v1_alt	868681	904538	43934	uc032iqt.2	ENSG00000275082.4
chr19_GL949746v1_alt	256847	256919	44032	uc032inh.1	ENSG00000275204.1
chr19_GL949746v1_alt	15199	38320	44132	uc032ike.2	ENSG00000275330.4
chr19_GL949746v1_alt	535777	535849	44140	uc061ebw.1	ENSG00000275341.1
chr19_GL949746v1_alt	551092	551168	44148	uc061ecg.1	ENSG00000275354.1
chr19_GL949746v1_alt	191727	217497	44339	uc061dzc.1	ENSG00000275584.4
chr19_GL949746v1_alt	809537	816477	44540	uc032iqg.2	ENSG00000275822.4
chr19_GL949746v1_alt	248561	255622	44803	uc032inb.1	ENSG00000276146.4
chr19_GL949746v1_alt	268529	275623	44827	uc061eah.1	ENSG00000276175.4
chr19_GL949746v1_alt	917102	941662	44856	uc032irb.2	ENSG00000276211.4
chr19_GL949746v1_alt	551694	551769	44866	uc032ipf.1	ENSG00000276224.1
chr19_GL949746v1_alt	360963	367914	45053	uc061ebe.1	ENSG00000276458.4
chr19_GL949746v1_alt	321967	343243	45114	uc032inr.2	ENSG00000276537.4
chr19_GL949746v1_alt	44313	55747	45166	uc032ikh.1	ENSG00000276604.1
chr19_GL949746v1_alt	551178	551254	45270	uc061ech.1	ENSG00000276732.1
chr19_GL949746v1_alt	438998	449931	45362	uc061ebj.1	ENSG00000276848.4
chr19_GL949746v1_alt	155647	164127	45434	uc061dyd.1	ENSG00000276935.4
chr19_GL949746v1_alt	112548	130557	45567	uc032ila.2	ENSG00000277114.4
chr19_GL949746v1_alt	89902	106263	45603	uc061dxk.1	ENSG00000277154.4
chr19_GL949746v1_alt	551307	551383	45611	uc061eci.1	ENSG00000277164.1
chr19_GL949746v1_alt	551393	551469	45682	uc061ecj.1	ENSG00000277256.1
chr19_GL949746v1_alt	225203	232049	45813	uc032imu.2	ENSG00000277414.4
chr19_GL949746v1_alt	826906	850903	46106	uc032iqo.1	ENSG00000277786.4
chr19_GL949746v1_alt	135014	148022	46108	uc032ilf.2	ENSG00000277789.4
chr19_GL949746v1_alt	130470	134593	46124	uc032ild.2	ENSG00000277808.1
chr19_GL949746v1_alt	191077	217606	46131	uc061dyx.1	ENSG00000277816.4
chr19_GL949746v1_alt	947721	966615	46399	uc032ire.2	ENSG00000278149.1
chr19_GL949746v1_alt	368304	370225	46531	uc061ebf.1	ENSG00000278312.1
chr19_GL949746v1_alt	337176	341222	46603	uc061eay.1	ENSG00000278409.1
chr19_GL949746v1_alt	568517	576762	46718	uc032ipk.2	ENSG00000278555.4
chr19_GL949746v1_alt	165064	169332	46769	uc032ilo.1	ENSG00000278622.4
chr19_GL949746v1_alt	551565	551641	46792	uc061eck.1	ENSG00000278649.1
chr19_GL949746v1_alt	630166	642181	46846	uc032ipo.2	ENSG00000278723.1
chr19_GL949746v1_alt	644179	689868	46857	uc061ecs.1	ENSG00000278738.4
chr19_GL949746v1_alt	903570	903838	48718	uc061ecu.1	ENSG00000280990.1
chr19_GL949747v2_alt	268409	275504	42979	uc061edb.1	ENSG00000273884.4
chr19_GL949747v2_alt	450949	460291	43189	uc032ivi.2	ENSG00000274143.1
chr19_GL949747v2_alt	568711	592707	43213	uc032iwu.1	ENSG00000274174.4
chr19_GL949747v2_alt	112548	130558	43215	uc032isn.2	ENSG00000274176.4
chr19_GL949747v2_alt	175839	182627	43569	uc032itf.2	ENSG00000274626.3
chr19_GL949747v2_alt	462370	477391	43661	uc032ivm.1	ENSG00000274739.1
chr19_GL949747v2_alt	165232	169508	43711	uc032itb.1	ENSG00000274796.4
chr19_GL949747v2_alt	89902	106263	43963	uc061ecy.1	ENSG00000275117.4
chr19_GL949747v2_alt	400762	402184	44025	uc032iug.2	ENSG00000275196.1
chr19_GL949747v2_alt	514212	514319	44116	uc061eei.1	ENSG00000275304.1
chr19_GL949747v2_alt	44313	55747	44171	uc032iru.1	ENSG00000275384.1
chr19_GL949747v2_alt	404187	477011	44210	uc061eed.1	ENSG00000275434.4
chr19_GL949747v2_alt	15200	38320	44333	uc032irs.2	ENSG00000275577.4
chr19_GL949747v2_alt	658906	683466	44380	uc032ixg.2	ENSG00000275633.4
chr19_GL949747v2_alt	69047	77107	44388	uc032irw.2	ENSG00000275644.4
chr19_GL949747v2_alt	610485	646342	44518	uc032iwz.2	ENSG00000275796.4
chr19_GL949747v2_alt	335158	351964	44817	uc032iuf.2	ENSG00000276163.4
chr19_GL949747v2_alt	77272	81393	44862	uc032ise.2	ENSG00000276220.1
chr19_GL949747v2_alt	135015	148058	44894	uc032iss.2	ENSG00000276260.1
chr19_GL949747v2_alt	81432	90168	44943	uc032isg.1	ENSG00000276323.1
chr19_GL949747v2_alt	130493	134559	45306	uc032isq.2	ENSG00000276774.1
chr19_GL949747v2_alt	314885	320516	45326	uc032itx.2	ENSG00000276798.4
chr19_GL949747v2_alt	689525	708419	45348	uc032ixk.2	ENSG00000276826.1
chr19_GL949747v2_alt	404212	432378	45462	uc061eef.1	ENSG00000276979.4
chr19_GL949747v2_alt	479359	493288	46378	uc061eeh.1	ENSG00000278120.1
chr19_GL949747v2_alt	148220	164847	46537	uc032isx.2	ENSG00000278322.4
chr19_GL949747v2_alt	288421	294485	46560	uc032itq.1	ENSG00000278355.4
chr19_GL949747v2_alt	551343	558146	46565	uc032iwk.2	ENSG00000278362.4
chr19_GL949747v2_alt	256726	256798	46592	uc032itn.1	ENSG00000278394.1
chr19_GL949747v2_alt	519502	536649	46609	uc032ivz.2	ENSG00000278415.4
chr19_GL949747v2_alt	495694	512489	46831	uc032ivw.1	ENSG00000278707.4
chr19_GL949747v2_alt	645374	645642	48757	uc061eev.1	ENSG00000281043.1
chr19_GL949748v2_alt	886125	893065	42692	uc032jar.2	ENSG00000273506.4
chr19_GL949748v2_alt	1614	1714	42723	uc061eew.1	ENSG00000273543.1
chr19_GL949748v2_alt	830290	839007	43002	uc061efg.1	ENSG00000273911.1
chr19_GL949748v2_alt	165232	169508	43141	uc032izh.1	ENSG00000274078.4
chr19_GL949748v2_alt	737439	828074	43402	uc032jai.2	ENSG00000274412.4
chr19_GL949748v2_alt	945269	981126	43579	uc032jbf.2	ENSG00000274638.4
chr19_GL949748v2_alt	89902	106263	43588	uc032iyo.1	ENSG00000274651.4
chr19_GL949748v2_alt	135015	148058	43791	uc032iyy.2	ENSG00000274905.1
chr19_GL949748v2_alt	812588	828448	43802	uc061eff.1	ENSG00000274921.1
chr19_GL949748v2_alt	112548	130558	43818	uc032iyt.2	ENSG00000274941.4
chr19_GL949748v2_alt	721259	751949	44338	uc061efe.1	ENSG00000275583.4
chr19_GL949748v2_alt	15199	27563	44737	uc061eex.1	ENSG00000276066.4
chr19_GL949748v2_alt	81432	90168	44897	uc032iym.1	ENSG00000276263.1
chr19_GL949748v2_alt	1024309	1043203	44959	uc032jbq.2	ENSG00000276341.1
chr19_GL949748v2_alt	130493	134559	45186	uc032iyw.2	ENSG00000276628.1
chr19_GL949748v2_alt	77272	81393	45298	uc032iyk.2	ENSG00000276766.1
chr19_GL949748v2_alt	44313	55747	45619	uc032iya.1	ENSG00000277178.1
chr19_GL949748v2_alt	903494	927491	45620	uc032jaz.1	ENSG00000277179.4
chr19_GL949748v2_alt	175839	182627	45768	uc032izl.2	ENSG00000277359.3
chr19_GL949748v2_alt	148220	164847	46690	uc032ize.2	ENSG00000278519.4
chr19_GL949748v2_alt	69047	77107	46701	uc032iyf.2	ENSG00000278533.4
chr19_GL949748v2_alt	993690	1018250	46805	uc032jbm.2	ENSG00000278670.4
chr19_GL949748v2_alt	980158	980426	48783	uc061efh.1	ENSG00000281083.1
chr19_GL949749v2_alt	77272	81393	42803	uc032jcq.2	ENSG00000273642.1
chr19_GL949749v2_alt	1051846	1070740	43031	uc032jft.2	ENSG00000273944.1
chr19_GL949749v2_alt	165695	169508	43605	uc032jdp.1	ENSG00000274672.4
chr19_GL949749v2_alt	135015	148058	43767	uc032jde.2	ENSG00000274873.1
chr19_GL949749v2_alt	89902	106263	43783	uc032jcu.1	ENSG00000274894.4
chr19_GL949749v2_alt	81432	90168	43938	uc032jcs.1	ENSG00000275086.1
chr19_GL949749v2_alt	175839	182627	44127	uc032jdr.2	ENSG00000275323.3
chr19_GL949749v2_alt	973865	1008663	44555	uc032jfk.2	ENSG00000275843.4
chr19_GL949749v2_alt	813243	856223	44622	uc032jeh.2	ENSG00000275921.4
chr19_GL949749v2_alt	130493	134559	44634	uc032jdc.2	ENSG00000275935.1
chr19_GL949749v2_alt	1021227	1045787	44736	uc032jfp.2	ENSG00000276065.4
chr19_GL949749v2_alt	112548	130558	44750	uc032jcz.2	ENSG00000276082.4
chr19_GL949749v2_alt	44313	55747	44802	uc032jcg.1	ENSG00000276145.1
chr19_GL949749v2_alt	22732	38320	44978	uc061efj.1	ENSG00000276363.4
chr19_GL949749v2_alt	813256	839621	45060	uc061efo.1	ENSG00000276468.4
chr19_GL949749v2_alt	931031	955028	45331	uc032jfd.1	ENSG00000276804.4
chr19_GL949749v2_alt	813263	825281	45386	uc032jed.2	ENSG00000276875.1
chr19_GL949749v2_alt	69047	77107	45464	uc032jcl.2	ENSG00000276982.4
chr19_GL949749v2_alt	148220	164847	45497	uc032jdk.2	ENSG00000277025.4
chr19_GL949749v2_alt	913662	920594	45980	uc032jex.2	ENSG00000277629.4
chr19_GL949749v2_alt	858277	860146	46044	uc061eft.1	ENSG00000277709.1
chr19_GL949749v2_alt	1007695	1007963	48967	uc061efu.1	ENSG00000281340.1
chr19_GL949750v2_alt	819632	830491	43499	uc032jig.2	ENSG00000274533.1
chr19_GL949750v2_alt	995776	1020336	43524	uc032jjh.2	ENSG00000274566.4
chr19_GL949750v2_alt	69047	77107	43630	uc032jgl.2	ENSG00000274703.4
chr19_GL949750v2_alt	44313	55747	43779	uc032jgj.1	ENSG00000274889.1
chr19_GL949750v2_alt	165232	169508	43999	uc032jhr.1	ENSG00000275165.4
chr19_GL949750v2_alt	947355	983212	44182	uc032jiz.2	ENSG00000275399.4
chr19_GL949750v2_alt	1026395	1045289	44245	uc032jjk.2	ENSG00000275474.1
chr19_GL949750v2_alt	112548	130558	44670	uc032jhc.2	ENSG00000275979.4
chr19_GL949750v2_alt	15199	38320	44814	uc032jgg.2	ENSG00000276159.4
chr19_GL949750v2_alt	81432	90168	44921	uc032jgv.1	ENSG00000276296.1
chr19_GL949750v2_alt	89902	106263	45023	uc032jgx.1	ENSG00000276421.4
chr19_GL949750v2_alt	832360	849155	45276	uc032jij.1	ENSG00000276739.4
chr19_GL949750v2_alt	130493	134559	45845	uc032jhf.2	ENSG00000277457.1
chr19_GL949750v2_alt	148220	164847	46064	uc032jhm.2	ENSG00000277733.4
chr19_GL949750v2_alt	905580	929577	46097	uc032jiu.1	ENSG00000277776.4
chr19_GL949750v2_alt	888211	895151	46139	uc032jim.2	ENSG00000277824.4
chr19_GL949750v2_alt	135015	148058	46277	uc032jhh.2	ENSG00000277996.1
chr19_GL949750v2_alt	175839	182627	46345	uc032jhu.2	ENSG00000278081.3
chr19_GL949750v2_alt	850878	850985	46518	uc061egb.1	ENSG00000278296.1
chr19_GL949750v2_alt	77272	81393	46567	uc032jgt.2	ENSG00000278365.1
chr19_GL949750v2_alt	982244	982512	49011	uc061egc.1	ENSG00000281399.1
chr19_GL949751v2_alt	787528	787635	42703	uc061egp.1	ENSG00000273519.1
chr19_GL949751v2_alt	81432	90168	42944	uc032jkm.1	ENSG00000273833.1
chr19_GL949751v2_alt	165232	169508	42990	uc032jlh.1	ENSG00000273896.4
chr19_GL949751v2_alt	824542	831236	43007	uc032jnc.2	ENSG00000273916.4
chr19_GL949751v2_alt	112548	130558	43030	uc032jkt.2	ENSG00000273943.4
chr19_GL949751v2_alt	175839	182627	43081	uc032jll.2	ENSG00000274005.3
chr19_GL949751v2_alt	932069	956629	43117	uc032jnr.2	ENSG00000274050.4
chr19_GL949751v2_alt	962688	981582	43474	uc032jnv.2	ENSG00000274504.1
chr19_GL949751v2_alt	1614	1714	43724	uc061egd.1	ENSG00000274812.1
chr19_GL949751v2_alt	15199	38320	43829	uc032jjx.2	ENSG00000274953.4
chr19_GL949751v2_alt	44313	55747	43968	uc032jka.1	ENSG00000275123.1
chr19_GL949751v2_alt	69047	77107	44308	uc032jkc.2	ENSG00000275551.4
chr19_GL949751v2_alt	707336	750720	44400	uc032jma.1	ENSG00000275658.4
chr19_GL949751v2_alt	77272	81393	44460	uc032jkk.2	ENSG00000275724.1
chr19_GL949751v2_alt	737833	785425	44551	uc061egl.1	ENSG00000275838.4
chr19_GL949751v2_alt	752656	766945	44995	uc061ego.1	ENSG00000276387.4
chr19_GL949751v2_alt	707374	718934	45139	uc032jlx.2	ENSG00000276572.1
chr19_GL949751v2_alt	841873	865870	45535	uc032jnf.1	ENSG00000277071.4
chr19_GL949751v2_alt	135015	148058	46013	uc032jky.2	ENSG00000277667.1
chr19_GL949751v2_alt	148220	164847	46218	uc032jlf.2	ENSG00000277923.4
chr19_GL949751v2_alt	89902	106263	46246	uc032jko.1	ENSG00000277953.4
chr19_GL949751v2_alt	130493	134559	46618	uc032jkw.2	ENSG00000278426.1
chr19_GL949751v2_alt	883648	919505	46902	uc032jnk.2	ENSG00000278789.4
chr19_GL949751v2_alt	918537	918805	48769	uc061egq.1	ENSG00000281063.1
chr19_GL949752v1_alt	810517	817306	42716	uc061emy.1	ENSG00000273535.4
chr19_GL949752v1_alt	153130	164636	42765	uc032jpr.2	ENSG00000273592.4
chr19_GL949752v1_alt	369717	377930	42788	uc032jry.2	ENSG00000273622.1
chr19_GL949752v1_alt	225436	232260	43070	uc032jqv.2	ENSG00000273991.4
chr19_GL949752v1_alt	258402	275209	43164	uc032jrn.2	ENSG00000274110.4
chr19_GL949752v1_alt	165231	169499	43180	uc032jps.1	ENSG00000274129.4
chr19_GL949752v1_alt	353404	366704	43323	uc032jrt.2	ENSG00000274305.4
chr19_GL949752v1_alt	135015	148028	43378	uc032jpj.2	ENSG00000274384.4
chr19_GL949752v1_alt	947105	965999	43408	uc032jwz.2	ENSG00000274418.1
chr19_GL949752v1_alt	366478	368402	43469	uc032jrx.2	ENSG00000274495.1
chr19_GL949752v1_alt	707932	718882	43555	uc061emo.1	ENSG00000274609.1
chr19_GL949752v1_alt	112548	130558	43559	uc032jpe.2	ENSG00000274616.4
chr19_GL949752v1_alt	550187	550262	43700	uc032jtf.1	ENSG00000274783.1
chr19_GL949752v1_alt	534269	534341	43704	uc032jsw.1	ENSG00000274789.1
chr19_GL949752v1_alt	15199	38320	43777	uc032joi.2	ENSG00000274887.4
chr19_GL949752v1_alt	674148	688600	43806	uc032jul.2	ENSG00000274926.1
chr19_GL949752v1_alt	175829	182616	43826	uc032jpw.2	ENSG00000274950.4
chr19_GL949752v1_alt	191913	217715	43881	uc061eim.1	ENSG00000275019.4
chr19_GL949752v1_alt	191263	217824	44299	uc032jqh.1	ENSG00000275539.4
chr19_GL949752v1_alt	690625	735146	44304	uc061emn.1	ENSG00000275545.4
chr19_GL949752v1_alt	778654	793449	44320	uc061ems.1	ENSG00000275564.4
chr19_GL949752v1_alt	754832	771590	44322	uc032jvo.1	ENSG00000275566.4
chr19_GL949752v1_alt	549585	549661	44326	uc061elz.1	ENSG00000275570.1
chr19_GL949752v1_alt	77272	81393	44356	uc032jov.2	ENSG00000275605.1
chr19_GL949752v1_alt	44313	55747	44526	uc032jol.1	ENSG00000275806.1
chr19_GL949752v1_alt	407372	415826	44537	uc032jsb.2	ENSG00000275819.4
